question,answer,intent
일식 식사 되나요? 혼자 식사 되나요?,네네,1인식사자리요청
혼자 식사 되죠?,네,1인식사자리요청
혼자 식사 가능해요?,네 가능하세요,1인식사자리요청
혼자 식사 가능해요?,네 가능하세요,1인식사자리요청
너 혼자 식사 가능해요?,네 가능합니다,1인식사자리요청
혼자인데요,편하신 데 앉으세요,1인식사자리요청
혼자 왔는데요,앉으세요,1인식사자리요청
혼자 왔는데 어디 앉을까요?,그냥 편하신 데로 앉으세요,1인식사자리요청
한 그릇만 시켜도 되죠?,네 당연하죠,1인식사자리요청
혼자 왔는데 아무 데나 앉으면 될까요?,네 편하신 데에 앉으세요,1인식사자리요청
한 사람이에요 어떻게 주문해야 돼요?,잠시만요 메뉴판 여기 있습니다,1인식사자리요청
혼자 식사 가능한가요?,네 메뉴판 드릴게요,1인식사자리요청
저기 죄송하지만 1인 식사 가능해요?,네 앉으세요,1인식사자리요청
여기 앉을까요?,이쪽에 계시면 바로 치워 드릴게요,1인식사자리요청
혼자 식사 가능해요?,네 가능해요,1인식사자리요청
혼자인데요,안쪽에 편하신 곳 앉으세요,1인식사자리요청
혼자 왔는데요,네 들어오세요,1인식사자리요청
저 혼자 왔는데요 혼자 앉을 자리 있어요?,네,1인식사자리요청
혼자 왔는데 어디 앉을까요?,이쪽으로 앉으세요,1인식사자리요청
일인 식사 가능해요?,네,1인식사자리요청
혼자 왔는데 가능한가요?,네,1인식사자리요청
혼자돼요?,네 가능하세요,1인식사자리요청
혼자 먹으려고 하는데요,네 앉으세요,1인식사자리요청
혼자 왔는데 여기 앉을까요?,네,1인식사자리요청
혼자 왔는데,괜찮아요 아무 데나 편하신 데 앉으세요,1인식사자리요청
빨리 주세요,네,
치즈돈가스 얼마예요?,10000원입니다,가격문의
할인은 안 되나요?,할인은 어렵습니다,가격문의
런치 가격은 얼마인가요?,1인 2만 원입니다,가격문의
가격은 어떻게 됩니까?,1인분 4만 5천 원입니다,가격문의
그럼 곱빼기는 가격이 얼마가 추가되나요?,1000원 추가됩니다,가격문의
짜장면 한 그릇에 얼마인가요?,4500원입니다,가격문의
가격은 얼마죠?,인당 45000원입니다,가격문의
참치김밥은 한 줄에 얼마에요?,한 줄에 3000원입니다,가격문의
거기 왕갈비 패밀리 세트 4인분 가격이 얼마죠?,6만 원입니다,가격문의
얼마인가요?,12000원입니다,가격문의
돈가스 정식 얼마에요?,5000원입니다,가격문의
종류와 가격은 어떻게 되죠?,인당 3만 원 4만 원 5만 원이 있습니다,가격문의
가격은 어떻게 되나요?,1인분에 35000원입니다,가격문의
활어회 세트가 시가라고 돼있는데 얼마에요?,오늘은 인당 92000원에 나가요,가격문의
공깃밥 추가하면 얼마인가요?,2000원입니다,가격문의
치즈돈가스랑 메밀국수 세트 가격이 얼마죠?,8000원입니다,가격문의
저렴하게 해주실 수 없나요?,요즘 우럭이 많이 비싸요,가격문의
그럼 우럭은 kg당 얼마인가요?,1kg당 25000원입니다,가격문의
광어랑 우럭 회 2kg 얼마나 하죠?,광어는 오늘 물량이 부족해서 없습니다,가격문의
저거 2500원 맞아요?,네,가격문의
네 얼마예요?,5000원입니다,가격문의
그러면 메밀 찐빵은 얼마에요?,5000원요,가격문의
그러면 요거 세 개 하면 17000원이 넘나요?,안되네요,가격문의
그럼 메밀 군만두는?,4000원요,가격문의
메밀 김치 한 병은 얼마에요?,5000원요,가격문의
그러면 메밀 온 소바는 가격이 어떻게 돼요?,7000원요,가격문의
한 통에 얼마에요?,한 사이즈 16000원이에요,가격문의
공깃밥 하나 얼마에요?,공깃밥 하나 천 원이요,가격문의
구운 계란 500원이에요?,네,가격문의
나중에 한 10인분 정도 주문을 하면 디시 해주는 거 있어요?,아니오,가격문의
소고기 초밥 5개 광어 5개 하면은 얼마예요?,12000원이에요,가격문의
여기 돈돈 이게 얼마라는 뜻이에요?,7천 원이요,가격문의
스테이크 하나 그러면은 15800원인가요?,네,가격문의
저녁에는 가격이 달라지는 거예요?,아뇨 런치 때도 이 가격으로 드실 수 있어요,가격문의
스테이크는 다 2만 원이 넘는다 그죠?,네 아무래도 양이 좀 넉넉하니까요,가격문의
스테이크는 얼마부터 있어요?,소고기는 만 원이고 돼지고기는 만 원 이하입니다,가격문의
밑에 런치 타임 있는 5900원부터 이거는?,야채 볶음밥은 5000원부터 시작입니다,가격문의
여기서 새우 로제파스타 9900원인 거예요?,네,가격문의
그건 얼마예요?,만 구백 원이요,가격문의
저거는 가격이 얼마에요?,칠천 원이요,가격문의
저거는 가격이 얼마에요?,팔천 원이에요,가격문의
저건 얼마예요?,만 원이요,가격문의
그럼 매콤 돈가스랑 가락국수 같은 경우에는 세트 가격이 얼마예요?,칠천 원이에요,가격문의
짬뽕은 얼마고?,5500원요,가격문의
가격 올랐어요?,네,가격문의
얼마에요?,7천 원요,가격문의
가격이 5000원 적혀 있는데 맞아요?,네 맞습니다,가격문의
얼마에요?,6000원이요,가격문의
음료수는 얼마에요?,콜라 사이다 전부 1500이요,가격문의
금액이 안 적혀있죠?,옆에 보시면 메뉴판 따로 있어요,가격문의
매콤 돈가스 여기 현금결제하면 5000원이에요?,네 맞아요,가격문의
다 똑같아요?,네 접시 색깔은 다른데 가격은 똑같아요,가격문의
하나에 천삼백 원이에요?,네 맞아요,가격문의
한 열 명이서 먹으면 얼마쯤 나오죠?,1인에 2만 원 잡으면 실컷 드실 거예요,가격문의
가격표는 어디 있어요?,된장찌개 6000 원하고 밥하고 7000원이에요,가격문의
열명 먹으면 가격은 얼마쯤 할까?,열 명해도 똑같아요 무조건 1인분으로 계산하기 때문에 깎아주는 건 아닙니다,가격문의
얼만데요?,8000원요,가격문의
여기 얼마에요?,칠천 원이요,가격문의
이거는 얼마?,기본 만 삼천 원입니다,가격문의
요즘은 한 그릇에 얼마에요?,매번 똑같아요,가격문의
이 가격하고 다르네요?,네 백짬뽕이 팔천 원인데 홀에서 드시면 육천 원이라서요,가격문의
탕수육 짬뽕 커플 메뉴는 어떻게 해요?,작은 거는 이만 원 하고 탕수육 큰 거는 이만 칠천 원 해요,가격문의
해물 짬뽕은 가격이 얼마에요?,팔천 원이요,가격문의
금액적으로 얼마쯤 나오려나?,이게 4만 원씩이니까 추가하고 하면 한 20만 원 안되실 것 같아요,가격문의
요건 얼마에요?,이거는 11900원이고요,가격문의
한 줄에 얼마죠?,이천 원이요,가격문의
떡볶이는 일 인분 하면 얼마?,천오백 원이요,가격문의
여기 얼마예요?,삼천 원이요,가격문의
오징어튀김은 얼마에요?,한 개 오백 원이요,가격문의
순대 일 인분에 삼천오백 원?,네,가격문의
얼마에요?,오백 원이요,가격문의
곱빼기는 얼마죠?,사천구백 원 이요,가격문의
가격은 얼마에요?,8000원요,가격문의
예 정식은 가격이 얼마에요?,6000원이요,가격문의
예 그거 얼마 해요?,6000원이요,가격문의
기본이 오천 원이구나,네,가격문의
저 계란 프라이 공깃밥 천 원 적혀있는데 두 개 시키면 이천 원이라는 거죠?,네 두 개 시키면 이천 원이죠,가격문의
그렇게 해서 육천 원?,네,가격문의
일 인분에 만 삼천 원이에요?,네,가격문의
중간 맛으로 해주시고요 가락국수 사리 얼마였죠?,이천 원이요,가격문의
그러면 한 이십만 원 정도 나오겠네요?,네 그 정도 나오죠,가격문의
청국장이 칠천 원 맞죠?,네,가격문의
이거 전복은 이만 이천 원인 가요?,만 구천 원이고요 산삼배양근 들어간 게 이만 이천 원이에요,가격문의
삼계탕 얼마에요?,만 사천 원이요,가격문의
칠천 원이죠 냉면?,네 칠천 원이에요,가격문의
크림 맥주는 얼마씩이에요?,이천 원이요,가격문의
이 인분에 얼마에요?,이 인분에 만 육천 원이요,가격문의
추어탕은 얼마에요?,칠천 원이요,가격문의
여기는 돼지갈비 일 인분이 육천오백 원이에요?,네,가격문의
가격은?,인당 팔천 원이요,가격문의
굴 국밥이 얼마예요?,육천 원입니다,가격문의
가격은 얼마에요?,육천 원이요,가격문의
된장찌개 차돌 된장찌개 얼마?,구천원 이에요,가격문의
그렇겠네 하나에 얼마예요?,2천 원요,가격문의
돌솥비빔밥 8천 원이고 그냥은 7천 원이에요?,돌솥 네,가격문의
해물짬뽕은 얼마에요?,옆에 적혀 있어요,가격문의
6000원 가격 그대로요?,네 맞아요,가격문의
짬뽕이 얼마죠?,카드 하시면 오천오백 원이고 현금하시면 오천 원이에요,가격문의
얼마에요?,오천 원이요,가격문의
야끼 가락국수랑 해물 짬뽕이 가격이 똑같네요?,네 같아요,가격문의
가격은 차이 있죠?,천 원 차이에요,가격문의
탕수육 얼마예요?,9900원짜리 있어요,가격문의
짜장 하나 짬뽕 하나 세트는 얼마인데요?,15000원이요,가격문의
현금이나 카드나 가격은?,가격은 똑같아요,가격문의
보통 요리 얼마쯤 해요?,보통 요리가 3만 원단위로 나가거든요,가격문의
그래요 초밥 조금 저렴한 건 없어요?,네 초밥은 이렇게 밖에 없어요,가격문의
여기 보니까 이거랑 로스카츠 정식 이거는 얼마예요?,이거는 오천 원요,가격문의
그러면 가락국수랑 새우 세 개 하면 얼마예요?,새우 세 개하고 가락국수하고 하면 육천 원하고 가락국수 사천 원하고 만 원입니다,가격문의
라면은 가격이 얼마에요?,요거는 이제 10500원이에요,가격문의
금액은 만 오천 원부터 시작이에요?,네 무조건 만 오천 원 이상이에요,가격문의
얼마에요?,만 오천 원이요,가격문의
매운 돈가스 가격은 얼마죠?,팔천구백 원이요,가격문의
그렇게 하면 얼마에요?,반반하시면 만 원이요,가격문의
자연산 모둠회는 육만 원?,말 그대로 자연산이에요,가격문의
모둠회는 소자로 사만 원이에요?,네,가격문의
가격은?,만 삼천 원이고요,가격문의
얼마에요?,팔천오백 원이요,가격문의
이거 십사만 원이에요?,네,가격문의
아 그래요 가격은 얼마에요?,여기 보시면 가격은 고르실 수 있게 되어 있고요,가격문의
오징어튀김 네 개 하면 오천 원이에요?,네,가격문의
김밥 한 줄에 얼마인데요?,이천 원이요,가격문의
순대는 얼마에요?,순대는 일 인분 삼천 원이요,가격문의
한 개 천 원씩이에요?,네,가격문의
수제 어묵은 얼마에요?,저건 한 개에 삼천 원이에요,가격문의
얼마씩 해요?,다섯 개 삼천 원씩이요,가격문의
김밥이 가격이 어떻게 돼요?,이게 한 팩에 오천 원씩 하고 있어요,가격문의
그렇게 하면 만 얼마죠?,다섯 줄 만원 하고 만 육천오백 원이요,가격문의
두 개요,만 사천 원이요,가격문의
가격이 얼마 해요?,칠천 원입니다,가격문의
크림치즈 김밥 한 줄에 사천오백 원이죠?,네,가격문의
소고기 김밥 한 줄이죠 삼천 원?,네,가격문의
가격은 칠천 원이죠?,고구마 치즈 가격이 같아요,가격문의
가위 있어요?,네 가위 드릴게요,가위요청
간이영수증도 좀 적어서 주세요,네,간이영수증요청
카드 결제도 돼요 배달했을 때?,네,결제방법문의
현금하고 카드만?,네,결제방법문의
"카드, 현금 이렇게 결제만 가능해요?",네 그렇게만 가능하십니다,결제방법문의
그냥 카드 결제하고 현금결제 가능해요?,네,결제방법문의
카드는 가능하죠?,네 가능합니다,결제방식선택
그러면 카드로는 가능한가요?,카드는 가능합니다,결제방식선택
카드랑 현금으로 분할 결제 가능한가요?,네 그럼요,결제방식선택
카드 결제도 가능한가요?,카드 결제 가능합니다.,결제방식선택
카드로 결제할게요,네,결제방식선택
일반카드만 되는가요?,네,결제방식선택
카드 결제할게요,네,결제방식선택
카드 드리면 되죠?,네,결제방식선택
현금으로 내야 돼요?,아니오 카드 하셔도 되죠 상관없습니다,결제방식선택
카드 계산해주세예,감사합니다,결제방식선택
카드 계산 가능해요?,네 가능합니다,결제방식선택
이걸로 결제해주세요,결제 완료되셨고요 고객님 영수증 드리겠습니다,결제방식선택
카드 드려도 돼요?,네,결제방식선택
카드 계산되죠?,네 팔천 원입니다,결제방식선택
카드 되지요?,네,결제방식선택
네 카드 내도 되죠?,네 상관없어요,결제방식선택
카드 돼요?,네,결제방식선택
카드 드려도 되나요?,네,결제방식선택
카드 계산할게요,네 주세요,결제방식선택
포장한 거랑 먹은 거랑 따로 한 카드로 해서 계산해주세요,네,결제방식선택
카드도 되죠?,예,결제방식선택
카드로 결제할게요,네,결제방식선택
카드 가능해요?,네,결제방식선택
카드 가능해요?,네,결제방식선택
계좌이체 돼요?,네,결제방식선택
카드 써도 괜찮겠어요?,아뇨 카드는 안 받는데요,결제방식선택
카드 계산해도 괜찮죠?,네 괜찮아요,결제방식선택
현금할까요?,네,결제방식선택
카드 되지요?,네,결제방식선택
카드 계산 가능해요?,네,결제방식선택
계산할게요 카드로 계산돼요?,돈 있으면 좋고요,결제방식선택
카드 계산돼요?,네 주세요,결제방식선택
현금 드릴까요?,네,결제방식선택
여기 카드는 돼요?,기계가 고장 나가지고 될지 모르겠네요,결제방식선택
여기 카드요,네 카드 받았습니다,결제방식선택
계산하는데 카드 드려도 돼요?,네 주세요,결제방식선택
직불 카드도 되지요?,네,결제방식선택
혹시 체크카드 되나요?,아니요,결제방식선택
제가 현금이 없어서 그런데 카드 가능한가요?,돼요,결제방식선택
카드 되죠?,네,결제방식선택
계산은 카드로 해도 되나요?,네,결제방식선택
카드 결제되죠?,네 가능하세요,결제방식선택
계산 카드로 아니면 현금 드려야 해요?,"카드, 현금 다 가능합니다. 사천오백 원입니다",결제방식선택
현금 드려야 해요?,네,결제방식선택
여기 혹시 카드 되나요?,네,결제방식선택
카드 계산 가능해요?,네 가능합니다,결제방식선택
카드 계산돼요?,네 가능합니다,결제방식선택
카드 가능해요?,네 가능합니다,결제방식선택
카드로 계산 가능해요?,네 가능하세요,결제방식선택
카드 결제되죠?,네 가능합니다,결제방식선택
카드 여기 있어요,네 카드 받았습니다,결제방식선택
카드도 돼요?,네 가능합니다,결제방식선택
카드 계산돼요?,네 그럼요,결제방식선택
카드 계산 가능할까요?,네 가능합니다,결제방식선택
계산할게요 카드 결제 가능해요?,예 6500원입니다,결제방식선택
카드 계산 가능하죠?,네 괜찮아요,결제방식선택
카드 계산 가능할까요?,네,결제방식선택
현금 결제할게요,네,결제방식선택
카드가 잘 안되나요?,잘 안되네요,결제방식선택
그러면 티 멤버십 브이아이피 할인해주시고 현대카드 이걸로 결제해주세요,오천구백칠십 원 할인되셨고 나머지 삼만 삼천팔백사십 원 결제해드리겠습니다,결제방식선택
미안한데 혹시 카드 내도 돼요?,상관없으세요,결제방식선택
여기 카드 안되는 거예요?,카드 되는데요,결제방식선택
카드 돼요?,안돼요,결제방식선택
카드 되나요?,네,결제방식선택
카드는 안되죠?,카드 됩니다,결제방식선택
카드 계산돼요?,네,결제방식선택
카드 결제 가능해요?,네,결제방식선택
카드 돼요?,네,결제방식선택
카드 계산 안되죠?,네 안되죠,결제방식선택
카드 결제돼요?,네,결제방식선택
카드 결제돼요?,네 가능해요,결제방식선택
계산해주세요,네 계산해드릴게요,계산서요청
계산해주세요,네 20만 원입니다,계산서요청
돈은 먼저 드리려고요 2500원 여기 있습니다,네 고맙습니다,계산서요청
여기 얼마에요?,8000원요,계산서요청
얼마에요?,오천 원입니다,계산서요청
계산할게요,네 11500원입니다,계산서요청
여기 얼마에요?,6900원입니다,계산서요청
계산할게요,16000원이요,계산서요청
계산할게요,36000원입니다,계산서요청
계산할게요,8000원이요,계산서요청
계산하께요,12000원입니다,계산서요청
계산하께요,8500원입니다,계산서요청
여기 계산이요 양 진짜 많네요 맛있게 잘 먹었어요,6000원 결제해드릴게요,계산서요청
얼마에요?,6500원이요,계산서요청
계산이요,네 팔천 원입니다,계산서요청
여기 계산해주세요,6500원입니다,계산서요청
여기 계산이요,네,계산서요청
얼마에요?,6000원이요,계산서요청
여기 계산 예,칠천 원 나왔습니다,계산서요청
계산 먼저 할게요,네 팔천구백 원 결제 도와드리겠습니다,계산서요청
여기 다 얼마에요?,이만 원입니다,계산서요청
여기 얼마죠?,6500원요,계산서요청
계산할게요,칠천 원이요,계산서요청
계산할게요,네,계산서요청
계산해주세요,네 만 원이요,계산서요청
계산 좀 해주세요,네,계산서요청
계산 좀 해주세요,네 잠시만요,계산서요청
계산할게요,네,계산서요청
계산할게요,6000원입니다,계산서요청
돈 여기 있습니다 오천 원이요,네,계산서요청
여기 계산이요,칠천삼백 원입니다,계산서요청
계산해주세요,이만 사천 원이요,계산서요청
계산 좀 해주세요,칠천구백 원 나왔습니다,계산서요청
계산 좀 부탁드려요,네,계산서요청
계산 좀 해주세요,이만 팔천오백 원이요,계산서요청
계산은 어디서?,바깥쪽에 있는데 나가실 때 하시면 돼요,계산서요청
육천 원 맞지요?,네,계산서요청
계산해주세요,네,계산서요청
계산이요,네,계산서요청
계산은 어디서 해요?,네 여기서 도와드리겠습니다,계산서요청
계산할게요,네,계산서요청
계산할게요,네 계산해드릴게요,계산서요청
계산이요 얼마죠?,오천오백 원이요,계산서요청
계산이요,네 잠시만요,계산서요청
계산할게요 얼마예요?,4500원이요,계산서요청
여기 얼마예요?,6천 원이요,계산서요청
여기 얼마에요?,9천 원이요,계산서요청
계산이요,만 이천 원이요,계산서요청
계산이요,오천 원 결제하겠습니다,계산서요청
여기 계산해주세요,로스가스 하나 구천오백 원입니다,계산서요청
이걸로 계산 좀 해주세요,팔천오백 원 계산해드렸습니다,계산서요청
여기 얼마에요?,칠천오백 원이요,계산서요청
계산해주세요,네,계산서요청
계산해주세요,계산 도와드리겠습니다 만 원입니다,계산서요청
계산해주세요,구천원입니다,계산서요청
돈 드렸습니다,네 감사합니다,계산서요청
우리 얼마에요?,구천 원이요,계산서요청
계산부터 해주세요,예 잠시만요,계산서요청
순대 일 인분하고 만두 하고 계산해주세요,팔천 원이에요,계산서요청
이천 원 드리면 돼요?,네 감사합니다,계산서요청
잠깐만요 다 얼마죠?,5000원이요,계산서요청
계산해 주세요 국수 하나는 따로 끊어주세요 나머지같이 끊어주시고 그래도 되죠?,네 7000원만 따로 끊을게요,계산서요청
냉면도 되나요?,냉면은 여름철에만 주문 가능합니다,계절메뉴문의
냉짬뽕은 여름에만 되는가 보죠?,네,계절메뉴문의
비빔냉면도 해요?,아뇨 여름만 해요,계절메뉴문의
겨울에 물냉면 해요?,겨울에도 냉면 해요,계절메뉴문의
콩국수 이런 건 안 되죠 지금은?,그거는 여름에만 가능해요,계절메뉴문의
냉면 돼요?,네 돼요,계절메뉴문의
여름에는 냉면도 하나 보네요 그렇죠,냉면 지금도 해요,계절메뉴문의
콩국수도 되나요?,지금은 안돼요,계절메뉴문의
국물 좀 더 주시면 안 될까요?,네 더 드릴게요,국물요청
국물 좀 더 주시겠어요?,네 국물 더 갖다 드릴게요,국물요청
이거 쌀국수 국물 좀 따로 주실 수 있나요?,네 준비해드릴게요,국물요청
국 따로 나와요?,된장찌개 따로 나와요,국물요청
국물 조금 더 가져가도 돼요?,네,국물요청
여기 국물 조금 더 주실 수 있어요?,네,국물요청
국물은 뭐 있어요?,저쪽에 어묵 국물 있어요,국물요청
국물 좀 주세요,국물이요 이거 갖다가 드세요,국물요청
포장하면 국물 안 나오죠?,네,국물요청
국물은 혹시 안 넣어줘요?,네,국물제공문의
장국 나와요?,네,국물제공문의
저기 국물 나오는 게 뭐예요?,미역국이요,국물제공문의
국물은 더 먹어도 돼요?,네 말씀 하세요,국물제공문의
얼큰 돈가스 같은 경우에는 국물이 들어가나요?,네 맞아요,국물제공문의
그러면 기본 돈가스에도 국물이 나오죠?,네 장국 나와요,국물제공문의
혹시 국물 나오나요?,네 드릴게요,국물제공문의
김밥 먹으면 국물 줘요?,네,국물제공문의
국물은 없어요?,네 따로 없어요,국물제공문의
홀에서 먹으면 나와요?,나와요,국물제공문의
포장하면 국물은 따로 없죠?,안 나와요,국물제공문의
뜨거운 국물은 안 나오죠?,국물은 따로 없어요 김밥을 시켜도 없어요,국물제공문의
단무지 하나 좀 주시겠어요?,네,기본반찬요구
단무지 넣어주시는가요?,네 넣어드립니다,기본반찬요구
단무지는 다 따라오는가 예?,단무지는 챙겨달라고 요청하시면 챙겨드립니다,기본반찬요구
단무지는 더 먹으려면 어떻게 해야 돼요?,이쪽에 있어요,기본반찬요구
반찬요,반찬은 좀 있다가 드릴게요,기본반찬요구
반찬은 뭐 나와요?,오징어와 야채 볶은 거요,기본반찬종류문의
기본 반찬이 세 가진가요 저렇게?,네,기본반찬종류문의
기본 반찬 뭐 뭐 있는데요?,깍두기하고 고추하고 양파요,기본반찬종류문의
국은 어떤 거 나와요?,황태국이요,기본반찬종류문의
생선은 어떤 거 들어가요? 제가 못 먹는 게 있어서,고등어 갈치 가자미 오늘은 그렇게 세 가지 있어요,기본반찬종류문의
반찬은 뭐 뭐예요?,국하고 생선하고 반찬하고 다 나옵니다,기본반찬종류문의
생선은 뭔데요?,꽁치 아니면 고등어 나가요,기본반찬종류문의
생선 반찬 올라오는 거 있어요?,정식에 생선 기본으로 나가요,기본반찬종류문의
남은 음식 포장해 주시겠어요?,네 포장해 드리겠습니다,남은음식포장요구
죄송한데 이거 포장 좀 해주시겠어요? 제가 배가 너무 불러갖고,네,남은음식포장요구
혹시 이거 다 못 먹으면 포장해 주세요,네네,남은음식포장요구
남으면 포장도 해주나요?,몇 개요? 나중에 드시고 말씀해주세요,남은음식포장요구
다 못 먹으면 혹시 테이크아웃 해주시는가요?,됩니다,남은음식포장요구
혹시 다 못 먹게 되면 포장해주시는가요?,네,남은음식포장요구
빨리 가야 돼서 다 못 먹을 거 같은데 포장할 수 있어요?,네 알겠습니다 바로 포장해드리께요,남은음식포장요구
배가 불러서요 좀 포장해갈 수 있을까요?,포장해드릴게요,남은음식포장요구
빵 남은 거 좀 싸주실 수 있어요?,네 가능하세요,남은음식포장요구
죄송하지만 먹다 남은 이거 포장 좀 해주시겠어요?,네 포장해드릴게요,남은음식포장요구
죄송한데요 돈가스만 조금 포장해 주실 수 있어요?,네 포장해드릴게요,남은음식포장요구
제가 혹시 다 못 먹으면 포장해주시는가요?,네,남은음식포장요구
다 못 먹으면 테이크아웃 되죠?,네,남은음식포장요구
음식 남은 것 포장 좀 해주시겠어요?,적은 양은 포장해 드릴 수 있는 용기가 없어요,남은음식포장요구
이거 조금 남았는데 포장 좀 해주실 수 있나요?,네 잠시 기다리세요. 까만 비닐에다가 담아 드릴게요,남은음식포장요구
혹시 남으면 포장?,네 해드릴게요,남은음식포장요구
요것만 포장 좀 해 주실 수 있어요?,네,남은음식포장요구
김밥 싸가도 되죠?,네,남은음식포장요구
남으면 혹시 포장 같은 것도 해주고 해요?,네 포장해드려요,남은음식포장요구
남으면 포장되지요?,네 남으면 해드릴게요,남은음식포장요구
다 못 먹으면 포장도 해주나요?,네,남은음식포장요구
이 인분 중에 일 인분만 먹고 나머지는 포장되는가?,그래도 되죠,남은음식포장요구
이거 못 먹으면 싸주실 수 있어요?,예예,남은음식포장요구
남은 거 포장 좀 해주실 수 있어요?,네 기계 예열이 올라야 해서 조금 기다리셔야 해요,남은음식포장요구
혹시 다 못 먹으면 테이크아웃도 해주시지요?,네,남은음식포장요구
남으면 포장해가도 되지요?,네 그렇게 하세요,남은음식포장요구
네 다 못 먹을 거 같아서 남으면 싸주실 수 있어요?,네,남은음식포장요구
가락국수만 먹어도 배 찰 거 같은데 이거 남으면 싸주시나요?,예,남은음식포장요구
남은 거 포장 좀 해주세요,네,남은음식포장요구
다 못 먹었는데 포장 좀 해주세요,네,남은음식포장요구
다 못 먹으면 포장도 해주나요?,남은 거 포장해드릴게요,남은음식포장요구
이거 다 못 먹어서 그런데 이것만 포장해주세요,네,남은음식포장요구
먹던 건데 포장 좀 가능한가요?,네 저희가 잘라서 포장해드릴게요. 칠천 원입니다,남은음식포장요구
혹시 남으면 포장해 주시는 가요?,네,남은음식포장요구
먹다가 많으면 포장은 해주시죠?,남으면 가져가셔도 됩니다,남은음식포장요구
낙지는 생낙지에요?,아닙니다,냉동인지생물인지문의
생태가 아니고 동태인 거죠?,동태입니다,냉동인지생물인지문의
낙지 닭갈비에 들어가는 낙지는 냉동이죠?,네 냉동 낙지 써요,냉동인지생물인지문의
과일주스는 생과일인가요?,아니요 냉동이에요,냉동인지생물인지문의
네 물티슈도 주세요,알겠습니다,넵킨물수건요청
물티슈 좀 부탁드립니다,가져다드리겠습니다,넵킨물수건요청
물티슈 좀 가져다주세요,네 알겠습니다,넵킨물수건요청
휴지 좀 더 가져다주세요,네 휴지 가져다드릴게요,넵킨물수건요청
앞치마 있나요?,음식이랑 같이 가져다드릴게요,넵킨물수건요청
물티슈도 4개만 가져다주세요,네 곧 가져다드리겠습니다,넵킨물수건요청
휴지도 하나 있으면 넣어주세요,휴지는 이거 조금 잘라가지고 가세요,넵킨물수건요청
물휴지 하나만 주시겠어요?,네,넵킨물수건요청
휴지는 없나요?,휴지는 이쪽 끝에 있어요,넵킨물수건요청
물티슈 한 장만 주세요,네,넵킨물수건요청
예 물휴지 있어요?,네,넵킨물수건요청
물휴지도 좀 갖다 주세요,네,넵킨물수건요청
물휴지 하나 더 주세요,네,넵킨물수건요청
물티슈 하나 들고 가도 돼요?,네 들고 가세요,넵킨물수건요청
여기 물수건 좀 주세요,네,넵킨물수건요청
여기 물티슈 한 장만 주시겠어요?,여기요,넵킨물수건요청
여기 물티슈 한 장만 주세요,네,넵킨물수건요청
물티슈 두 개만 주시겠어요?,네 드릴게요,넵킨물수건요청
물티슈 있나요?,네 드릴게요,넵킨물수건요청
물티슈 있어요?,가져다드릴게요,넵킨물수건요청
물수건은 혹시 테이블 서랍 안에 들어있나요?,아니요 준비해 드릴게요,넵킨물수건요청
물휴지도 있으면 같이 넣어주세요,네,넵킨물수건요청
혹시 물수건 있어요?,아니요 물수건은 없어요,넵킨물수건요청
냅킨은 어디 있어요?,여기 옆에 벽에 있어요,넵킨물수건요청
단체석으로 예약할 수 있을까요?,네 8명부터 룸으로 예약이 가능합니다,단체석문의
단체 모임도 받아요?,그럼요,단체석문의
여기 이 장소에서 모임도 좀 해요?,단체로 열 분 정도 오셔서 드시거나 예약해서 오세요,단체석문의
여기 단체 회식도 할 수 있어요?,저희가 한 번에 받을 수 있는 인원이 열두 명까지예요,단체석문의
모임 여기서 하려고 하면?,전화하시면 돼요,단체석문의
오후 두시면 점심시간대라 단체석이 가능할까요?,네 열명 자리는 가능하실 것 같습니다,단체석요구
몇 분 정도 받을 수 있어요?,테이블 다섯 개 스무 명이요,단체석요구
저녁에 단체 손님도 받으세요?,네,단체석요구
몇 명까지 돼요?,다 붙이면 삼사십 명은 될 거예요,단체석요구
여기 혹시 모임 같은 것도 할 수 있어요?,네 많이 와요,단체석요구
모임 같은 것도 해요?,우리는 배달 전문이라서요 따로 하는 건 없어요,단체석요구
얼마나 기다려야 하나요?,10분만 기다리시면 돼요,대기시간문의
얼마나 기다려야 하나요?,10분 정도 예상합니다,대기시간문의
얼마나 기다려야 하나요?,한 5분 정도면 자리가 납니다,대기시간문의
얼마나 기다려야 하나요?,20분 정도 기다리셔야 합니다,대기시간문의
많이 기다려야 되죠?,여기 자리 있어요 치우면 바로 앉으시면 돼요,대기시간문의
오래 기다려야 해요?,조금만 있으면 자리 납니다 밖에서 기다려주세요,대기시간문의
웨이팅 있나요?,아니요 없습니다.,대기자수문의
다음 저예요?,네 얼마 안 기다려도 돼요,대기자수문의
순댓국이랑 얼큰 순댓국이랑 차이점이 뭐죠?,얼큰 순댓국에는 다진 양념이랑 내장이 조금 더 들어가요,두메뉴의차이에대한질문
차이가 뭔가요?,가격이 높을수록 회가 추가되고 5만 원은 소갈비구이가 추가됩니다,두메뉴의차이에대한질문
A코스와 B코스 다른 점이 뭔가요?,A코스는 총 메뉴가 3가지가 나오고 B코스는 4가지 나옵니다,두메뉴의차이에대한질문
이 두 메뉴의 차이는 뭔가요?,식사가 가락국수로 나오느냐 밥으로 나오느냐의 차이입니다,두메뉴의차이에대한질문
